# Hierarchy: NH Interactions: LNC+LNV M1: 1 DM/M: -8.2 y: -5.9 theta: 1.2 delta: 3.1 phi: 5.2
# t asym mu_e mu_mu mu_tau r11 r22 Re(r12) Im(r12) rb11 rb22 Re(rb12) Im(r12) Smooth-Sphaleron-Asym
5.37164e-05 -1.16109e-24 5.77697e-18 4.05969e-17 -4.63748e-17 0.00199863 0.00201117 -1.6136e-05 0.00200475 0.00199863 0.00201117 -1.6136e-05 -0.00200475 0
5.44536e-05 -1.2629e-24 6.11919e-18 4.30018e-17 -4.9122e-17 0.00202627 0.00203899 -1.63592e-05 0.00203248 0.00202627 0.00203899 -1.63592e-05 -0.00203248 0
5.51981e-05 -1.3302e-24 6.48093e-18 4.55438e-17 -5.20258e-17 0.0020542 0.0020671 -1.65847e-05 0.0020605 0.0020542 0.0020671 -1.65846e-05 -0.0020605 0
5.59501e-05 -1.52703e-24 6.86328e-18 4.82306e-17 -5.5095e-17 0.00208241 0.00209549 -1.68124e-05 0.00208879 0.00208241 0.00209549 -1.68124e-05 -0.00208879 0
5.67096e-05 -1.64558e-24 7.26736e-18 5.10701e-17 -5.83388e-17 0.00211091 0.00212416 -1.70425e-05 0.00211738 0.00211091 0.00212416 -1.70425e-05 -0.00211738 0
5.74767e-05 -1.76151e-24 7.6944e-18 5.4071e-17 -6.17668e-17 0.0021397 0.00215313 -1.72749e-05 0.00214625 0.0021397 0.00215313 -1.72749e-05 -0.00214625 0
5.82514e-05 -1.88457e-24 8.14565e-18 5.72421e-17 -6.53892e-17 0.00216877 0.00218239 -1.75097e-05 0.00217542 0.00216877 0.00218239 -1.75096e-05 -0.00217542 0
5.90339e-05 -2.00943e-24 8.6225e-18 6.05929e-17 -6.9217e-17 0.00219815 0.00221194 -1.77468e-05 0.00220488 0.00219815 0.00221194 -1.77468e-05 -0.00220488 0
5.98243e-05 -2.14125e-24 9.12628e-18 6.41331e-17 -7.32611e-17 0.00222782 0.0022418 -1.79864e-05 0.00223464 0.00222782 0.0022418 -1.79863e-05 -0.00223464 0
6.06225e-05 -2.17576e-24 9.65851e-18 6.78732e-17 -7.75334e-17 0.00225779 0.00227196 -1.82283e-05 0.0022647 0.00225779 0.00227196 -1.82283e-05 -0.0022647 0
6.14288e-05 -2.31811e-24 1.02208e-17 7.18242e-17 -8.20468e-17 0.00228806 0.00230243 -1.84728e-05 0.00229507 0.00228806 0.00230243 -1.84727e-05 -0.00229507 0
6.2243e-05 -2.48602e-24 1.08147e-17 7.59979e-17 -8.68146e-17 0.00231864 0.0023332 -1.87197e-05 0.00232575 0.00231864 0.0023332 -1.87196e-05 -0.00232575 0
6.30655e-05 -2.66358e-24 1.14421e-17 8.04064e-17 -9.18506e-17 0.00234954 0.00236429 -1.89691e-05 0.00235673 0.00234954 0.00236429 -1.8969e-05 -0.00235673 0
6.38961e-05 -2.8404e-24 1.21047e-17 8.5063e-17 -9.71699e-17 0.00238074 0.00239569 -1.9221e-05 0.00238803 0.00238074 0.00239569 -1.92209e-05 -0.00238803 0
6.47351e-05 -3.04662e-24 1.28045e-17 8.99806e-17 -1.02787e-16 0.00241226 0.00242741 -1.94755e-05 0.00241965 0.00241226 0.00242741 -1.94754e-05 -0.00241965 0
6.55824e-05 -3.24242e-24 1.35435e-17 9.51738e-17 -1.0872e-16 0.0024441 0.00245945 -1.97326e-05 0.00245159 0.0024441 0.00245945 -1.97325e-05 -0.00245159 0
6.64383e-05 -3.4668e-24 1.4324e-17 1.00658e-16 -1.14985e-16 0.00247627 0.00249181 -1.99922e-05 0.00248385 0.00247627 0.00249181 -1.99922e-05 -0.00248385 0
6.73026e-05 -3.69531e-24 1.51481e-17 1.06449e-16 -1.216e-16 0.00250876 0.00252451 -2.02545e-05 0.00251644 0.00250876 0.00252451 -2.02545e-05 -0.00251644 0
6.81757e-05 -3.9333e-24 1.60183e-17 1.12564e-16 -1.28586e-16 0.00254157 0.00255753 -2.05195e-05 0.00254936 0.00254157 0.00255753 -2.05194e-05 -0.00254936 0
6.90574e-05 -4.20339e-24 1.6937e-17 1.1902e-16 -1.3596e-16 0.00257473 0.00259089 -2.07872e-05 0.00258261 0.00257473 0.00259089 -2.07871e-05 -0.00258261 0
6.9948e-05 -4.57508e-24 1.79069e-17 1.25835e-16 -1.43746e-16 0.00260821 0.00262459 -2.10575e-05 0.0026162 0.00260821 0.00262459 -2.10574e-05 -0.0026162 0
7.08475e-05 -4.99235e-24 1.89307e-17 1.3303e-16 -1.51965e-16 0.00264204 0.00265863 -2.13306e-05 0.00265013 0.00264204 0.00265863 -2.13305e-05 -0.00265013 0
7.1756e-05 -5.37327e-24 2.00115e-17 1.40625e-16 -1.60641e-16 0.00267621 0.00269301 -2.16065e-05 0.00268441 0.00267621 0.00269301 -2.16064e-05 -0.00268441 0
7.26735e-05 -5.79458e-24 2.11524e-17 1.48642e-16 -1.69799e-16 0.00271072 0.00272774 -2.18852e-05 0.00271903 0.00271072 0.00272774 -2.18851e-05 -0.00271903 0
7.36003e-05 -6.23357e-24 2.23567e-17 1.57104e-16 -1.79466e-16 0.00274559 0.00276283 -2.21666e-05 0.002754 0.00274559 0.00276283 -2.21666e-05 -0.002754 0
7.45363e-05 -6.68475e-24 2.36277e-17 1.66036e-16 -1.89669e-16 0.00278081 0.00279827 -2.2451e-05 0.00278933 0.00278081 0.00279827 -2.24509e-05 -0.00278933 0
7.54816e-05 -7.1643e-24 2.49691e-17 1.75462e-16 -2.00436e-16 0.00281638 0.00283406 -2.27382e-05 0.00282501 0.00281638 0.00283406 -2.27381e-05 -0.00282501 0
7.64364e-05 -7.67775e-24 2.63847e-17 1.85409e-16 -2.118e-16 0.00285232 0.00287022 -2.30283e-05 0.00286106 0.00285232 0.00287022 -2.30282e-05 -0.00286106 0
7.74008e-05 -8.22557e-24 2.78786e-17 1.95907e-16 -2.23792e-16 0.00288862 0.00290675 -2.33214e-05 0.00289747 0.00288862 0.00290675 -2.33213e-05 -0.00289747 0
7.83748e-05 -8.80256e-24 2.9455e-17 2.06984e-16 -2.36446e-16 0.00292529 0.00294365 -2.36174e-05 0.00293425 0.00292529 0.00294365 -2.36173e-05 -0.00293425 0
7.93586e-05 -9.44144e-24 3.11184e-17 2.18673e-16 -2.49799e-16 0.00296232 0.00298092 -2.39165e-05 0.0029714 0.00296232 0.00298092 -2.39163e-05 -0.0029714 0
8.03521e-05 -1.00256e-23 3.28735e-17 2.31006e-16 -2.63887e-16 0.00299974 0.00301857 -2.42185e-05 0.00300893 0.00299974 0.00301857 -2.42184e-05 -0.00300893 0
8.13557e-05 -1.06912e-23 3.47253e-17 2.44018e-16 -2.78752e-16 0.00303753 0.0030566 -2.45236e-05 0.00304684 0.00303753 0.0030566 -2.45235e-05 -0.00304684 0
8.23692e-05 -1.14084e-23 3.6679e-17 2.57746e-16 -2.94434e-16 0.0030757 0.00309501 -2.48319e-05 0.00308513 0.0030757 0.00309501 -2.48317e-05 -0.00308513 0
8.33929e-05 -1.21544e-23 3.874e-17 2.72229e-16 -3.10979e-16 0.00311427 0.00313382 -2.51432e-05 0.00312381 0.00311427 0.00313382 -2.5143e-05 -0.00312381 0
8.44268e-05 -1.29566e-23 4.09143e-17 2.87508e-16 -3.28432e-16 0.00315322 0.00317301 -2.54577e-05 0.00316288 0.00315322 0.00317301 -2.54575e-05 -0.00316288 0
8.54711e-05 -1.38083e-23 4.3208e-17 3.03625e-16 -3.46844e-16 0.00319256 0.00321261 -2.57753e-05 0.00320235 0.00319256 0.00321261 -2.57752e-05 -0.00320235 0
8.65258e-05 -1.47374e-23 4.56274e-17 3.20626e-16 -3.66265e-16 0.00323231 0.0032526 -2.60962e-05 0.00324221 0.00323231 0.0032526 -2.60961e-05 -0.00324221 0
8.75911e-05 -1.5745e-23 4.81794e-17 3.38558e-16 -3.8675e-16 0.00327246 0.003293 -2.64203e-05 0.00328248 0.00327246 0.003293 -2.64202e-05 -0.00328248 0
8.8667e-05 -1.68054e-23 5.08711e-17 3.57473e-16 -4.08357e-16 0.00331301 0.00333381 -2.67478e-05 0.00332316 0.00331301 0.00333381 -2.67476e-05 -0.00332316 0
8.97537e-05 -1.79623e-23 5.37101e-17 3.77422e-16 -4.31146e-16 0.00335397 0.00337503 -2.70785e-05 0.00336425 0.00335397 0.00337503 -2.70783e-05 -0.00336425 0
9.08512e-05 -1.91565e-23 5.67042e-17 3.98461e-16 -4.5518e-16 0.00339535 0.00341666 -2.74125e-05 0.00340575 0.00339535 0.00341666 -2.74124e-05 -0.00340575 0
9.19597e-05 -2.04513e-23 5.98619e-17 4.20649e-16 -4.80527e-16 0.00343715 0.00345872 -2.775e-05 0.00344768 0.00343715 0.00345872 -2.77498e-05 -0.00344768 0
9.30793e-05 -2.18535e-23 6.3192e-17 4.44049e-16 -5.07258e-16 0.00347937 0.00350121 -2.80909e-05 0.00349003 0.00347937 0.00350121 -2.80907e-05 -0.00349003 0
9.42101e-05 -2.3343e-23 6.67036e-17 4.68724e-16 -5.35446e-16 0.00352201 0.00354412 -2.84352e-05 0.0035328 0.00352201 0.00354412 -2.8435e-05 -0.0035328 0
9.53522e-05 -2.49417e-23 7.04066e-17 4.94744e-16 -5.6517e-16 0.00356509 0.00358747 -2.8783e-05 0.00357601 0.00356509 0.00358747 -2.87828e-05 -0.00357601 0
9.65057e-05 -2.66639e-23 7.43112e-17 5.22181e-16 -5.96513e-16 0.00360861 0.00363126 -2.91343e-05 0.00361966 0.00360861 0.00363126 -2.91341e-05 -0.00361966 0
9.76708e-05 -2.85042e-23 7.84283e-17 5.5111e-16 -6.29561e-16 0.00365256 0.00367549 -2.94892e-05 0.00366375 0.00365256 0.00367549 -2.94889e-05 -0.00366375 0
9.88475e-05 -3.03894e-23 8.27693e-17 5.81613e-16 -6.64406e-16 0.00369696 0.00372017 -2.98476e-05 0.00370829 0.00369696 0.00372017 -2.98474e-05 -0.00370829 0
0.000100036 -3.2603e-23 8.73461e-17 6.13773e-16 -7.01145e-16 0.00374181 0.0037653 -3.02097e-05 0.00375327 0.00374181 0.0037653 -3.02095e-05 -0.00375327 0
0.000101236 -3.49434e-23 9.21714e-17 6.47679e-16 -7.39878e-16 0.00378711 0.00381088 -3.05755e-05 0.00379871 0.00378711 0.00381088 -3.05752e-05 -0.00379871 0
0.000102449 -3.73844e-23 9.72586e-17 6.83425e-16 -7.80713e-16 0.00383287 0.00385693 -3.09449e-05 0.00384461 0.00383287 0.00385693 -3.09446e-05 -0.00384461 0
0.000103673 -3.99992e-23 1.02622e-16 7.21109e-16 -8.23762e-16 0.00387909 0.00390344 -3.13181e-05 0.00389098 0.00387909 0.00390344 -3.13178e-05 -0.00389098 0
0.00010491 -4.27774e-23 1.08275e-16 7.60834e-16 -8.69144e-16 0.00392578 0.00395042 -3.16951e-05 0.00393781 0.00392578 0.00395042 -3.16947e-05 -0.00393781 0
0.000106159 -4.57637e-23 1.14235e-16 8.02712e-16 -9.16983e-16 0.00397294 0.00399788 -3.20758e-05 0.00398511 0.00397294 0.00399788 -3.20755e-05 -0.00398511 0
0.000107421 -4.88933e-23 1.20517e-16 8.46855e-16 -9.67411e-16 0.00402058 0.00404582 -3.24604e-05 0.0040329 0.00402058 0.00404582 -3.24601e-05 -0.0040329 0
0.000108695 -5.23864e-23 1.27139e-16 8.93385e-16 -1.02057e-15 0.0040687 0.00409424 -3.28489e-05 0.00408117 0.0040687 0.00409424 -3.28486e-05 -0.00408117 0
0.000109982 -5.59812e-23 1.34119e-16 9.4243e-16 -1.07659e-15 0.00411731 0.00414315 -3.32414e-05 0.00412992 0.00411731 0.00414315 -3.3241e-05 -0.00412992 0
0.000111282 -5.97679e-23 1.41476e-16 9.94125e-16 -1.13565e-15 0.0041664 0.00419256 -3.36378e-05 0.00417917 0.0041664 0.00419256 -3.36374e-05 -0.00417917 0
0.000112594 -6.37867e-23 1.49231e-16 1.04861e-15 -1.19789e-15 0.004216 0.00424246 -3.40382e-05 0.00422891 0.004216 0.00424246 -3.40378e-05 -0.00422891 0
0.00011392 -6.81288e-23 1.57403e-16 1.10603e-15 -1.26349e-15 0.00426609 0.00429287 -3.44426e-05 0.00427916 0.00426609 0.00429287 -3.44422e-05 -0.00427916 0
0.00011526 -7.33215e-23 1.66016e-16 1.16655e-15 -1.33263e-15 0.00431669 0.00434379 -3.48512e-05 0.00432992 0.00431669 0.00434379 -3.48507e-05 -0.00432992 0
0.000116612 -7.8401e-23 1.75093e-16 1.23033e-15 -1.40549e-15 0.00436781 0.00439523 -3.52638e-05 0.00438119 0.00436781 0.00439523 -3.52634e-05 -0.00438119 0
0.000117978 -8.38316e-23 1.84659e-16 1.29755e-15 -1.48227e-15 0.00441943 0.00444718 -3.56807e-05 0.00443297 0.00441943 0.00444718 -3.56802e-05 -0.00443297 0
0.000119358 -8.95957e-23 1.9474e-16 1.36838e-15 -1.56319e-15 0.00447158 0.00449966 -3.61017e-05 0.00448528 0.00447158 0.00449966 -3.61012e-05 -0.00448528 0
0.000120752 -9.58081e-23 2.05363e-16 1.44302e-15 -1.64846e-15 0.00452426 0.00455266 -3.6527e-05 0.00453812 0.00452426 0.00455266 -3.65265e-05 -0.00453812 0
0.000122159 -1.02498e-22 2.16557e-16 1.52168e-15 -1.73832e-15 0.00457747 0.00460621 -3.69566e-05 0.00459149 0.00457747 0.00460621 -3.69561e-05 -0.00459149 0
0.000123581 -1.09645e-22 2.28353e-16 1.60456e-15 -1.833e-15 0.00463122 0.00466029 -3.73905e-05 0.00464541 0.00463122 0.00466029 -3.739e-05 -0.00464541 0
0.000125017 -1.17365e-22 2.40782e-16 1.69189e-15 -1.93277e-15 0.00468551 0.00471492 -3.78289e-05 0.00469986 0.00468551 0.00471492 -3.78283e-05 -0.00469986 0
0.000126467 -1.25684e-22 2.53879e-16 1.78392e-15 -2.03789e-15 0.00474034 0.0047701 -3.82716e-05 0.00475487 0.00474034 0.0047701 -3.8271e-05 -0.00475487 0
0.000127931 -1.34505e-22 2.67678e-16 1.88087e-15 -2.14866e-15 0.00479573 0.00482584 -3.87188e-05 0.00481043 0.00479573 0.00482584 -3.87182e-05 -0.00481043 0
0.000129411 -1.4377e-22 2.82217e-16 1.98303e-15 -2.26536e-15 0.00485168 0.00488214 -3.91705e-05 0.00486655 0.00485168 0.00488214 -3.91699e-05 -0.00486655 0
0.000130905 -1.53554e-22 2.97535e-16 2.09066e-15 -2.38831e-15 0.0049082 0.00493901 -3.96268e-05 0.00492323 0.0049082 0.00493901 -3.96261e-05 -0.00492323 0
0.000132414 -1.63949e-22 3.13673e-16 2.20405e-15 -2.51785e-15 0.00496528 0.00499645 -4.00877e-05 0.00498049 0.00496528 0.00499645 -4.0087e-05 -0.00498049 0
0.000133938 -1.75128e-22 3.30675e-16 2.32351e-15 -2.65432e-15 0.00502294 0.00505447 -4.05532e-05 0.00503833 0.00502294 0.00505447 -4.05525e-05 -0.00503833 0
0.000135477 -1.87116e-22 3.48587e-16 2.44936e-15 -2.7981e-15 0.00508118 0.00511308 -4.10235e-05 0.00509675 0.00508118 0.00511308 -4.10227e-05 -0.00509675 0
0.000137032 -1.99922e-22 3.67457e-16 2.58194e-15 -2.94956e-15 0.00514002 0.00517228 -4.14985e-05 0.00515576 0.00514002 0.00517228 -4.14976e-05 -0.00515576 0
0.000138602 -2.13607e-22 3.87336e-16 2.72162e-15 -3.10912e-15 0.00519944 0.00523208 -4.19783e-05 0.00521537 0.00519944 0.00523208 -4.19774e-05 -0.00521537 0
0.000140188 -2.28158e-22 4.08277e-16 2.86875e-15 -3.27721e-15 0.00525946 0.00529248 -4.24629e-05 0.00527558 0.00525946 0.00529248 -4.2462e-05 -0.00527558 0
0.00014179 -2.43562e-22 4.30336e-16 3.02374e-15 -3.45427e-15 0.00532009 0.00535349 -4.29524e-05 0.00533639 0.00532009 0.00535349 -4.29514e-05 -0.00533639 0
0.000143408 -2.60085e-22 4.53573e-16 3.18701e-15 -3.64079e-15 0.00538133 0.00541511 -4.34468e-05 0.00539782 0.00538133 0.00541511 -4.34458e-05 -0.00539782 0
0.000145042 -2.77684e-22 4.78049e-16 3.35899e-15 -3.83726e-15 0.00544319 0.00547736 -4.39462e-05 0.00545986 0.00544319 0.00547736 -4.39452e-05 -0.00545986 0
0.000146693 -2.96407e-22 5.03832e-16 3.54013e-15 -4.0442e-15 0.00550567 0.00554023 -4.44507e-05 0.00552254 0.00550567 0.00554023 -4.44496e-05 -0.00552254 0
0.00014836 -3.16431e-22 5.30988e-16 3.73094e-15 -4.26218e-15 0.00556878 0.00560374 -4.49603e-05 0.00558584 0.00556878 0.00560374 -4.49591e-05 -0.00558584 0
0.000150043 -3.38019e-22 5.59591e-16 3.93191e-15 -4.49177e-15 0.00563253 0.00566789 -4.5475e-05 0.00564978 0.00563253 0.00566789 -4.54738e-05 -0.00564978 0
0.000151744 -3.60845e-22 5.89718e-16 4.14357e-15 -4.73358e-15 0.00569692 0.00573268 -4.59948e-05 0.00571437 0.00569692 0.00573268 -4.59936e-05 -0.00571437 0
0.000153461 -3.8499e-22 6.21448e-16 4.36651e-15 -4.98827e-15 0.00576196 0.00579813 -4.652e-05 0.00577961 0.00576196 0.00579813 -4.65187e-05 -0.00577961 0
0.000155196 -4.10511e-22 6.54867e-16 4.60131e-15 -5.2565e-15 0.00582765 0.00586423 -4.70504e-05 0.0058455 0.00582765 0.00586423 -4.7049e-05 -0.0058455 0
0.000156948 -4.37708e-22 6.90063e-16 4.8486e-15 -5.53901e-15 0.00589401 0.00593101 -4.75861e-05 0.00591206 0.00589401 0.00593101 -4.75847e-05 -0.00591206 0
0.000158717 -4.66695e-22 7.27131e-16 5.10904e-15 -5.83654e-15 0.00596103 0.00599845 -4.81273e-05 0.00597929 0.00596103 0.00599845 -4.81258e-05 -0.00597929 0
0.000160504 -4.97616e-22 7.6617e-16 5.38332e-15 -6.14988e-15 0.00602873 0.00606658 -4.86739e-05 0.0060472 0.00602873 0.00606658 -4.86724e-05 -0.0060472 0
0.000162309 -5.30439e-22 8.07281e-16 5.67217e-15 -6.47987e-15 0.00609711 0.00613539 -4.9226e-05 0.00611579 0.00609711 0.00613539 -4.92244e-05 -0.00611579 0
0.000164132 -5.65599e-22 8.50577e-16 5.97635e-15 -6.82738e-15 0.00616618 0.00620489 -4.97837e-05 0.00618507 0.00616618 0.00620489 -4.9782e-05 -0.00618507 0
0.000165974 -6.03145e-22 8.9617e-16 6.29669e-15 -7.19334e-15 0.00623595 0.00627509 -5.03469e-05 0.00625505 0.00623595 0.00627509 -5.03452e-05 -0.00625505 0
0.000167834 -6.4318e-22 9.44183e-16 6.63402e-15 -7.57871e-15 0.00630642 0.00634601 -5.09159e-05 0.00632574 0.00630642 0.00634601 -5.09141e-05 -0.00632574 0
0.000169712 -6.85673e-22 9.94743e-16 6.98924e-15 -7.98453e-15 0.00637759 0.00641763 -5.14906e-05 0.00639713 0.00637759 0.00641763 -5.14887e-05 -0.00639713 0
0.000171609 -7.3091e-22 1.04798e-15 7.3633e-15 -8.41186e-15 0.00644949 0.00648997 -5.20711e-05 0.00646925 0.00644949 0.00648997 -5.20691e-05 -0.00646925 0
0.000173525 -7.79087e-22 1.10405e-15 7.75718e-15 -8.86185e-15 0.0065221 0.00656305 -5.26574e-05 0.00654209 0.0065221 0.00656305 -5.26554e-05 -0.00654209 0
0.00017546 -8.30431e-22 1.16308e-15 8.17193e-15 -9.33567e-15 0.00659545 0.00663686 -5.32496e-05 0.00661566 0.00659545 0.00663686 -5.32475e-05 -0.00661566 0
0.000177415 -8.84925e-22 1.22524e-15 8.60864e-15 -9.83459e-15 0.00666954 0.00671141 -5.38478e-05 0.00668997 0.00666954 0.00671141 -5.38456e-05 -0.00668997 0
0.000179389 -9.42889e-22 1.29069e-15 9.06848e-15 -1.03599e-14 0.00674437 0.00678671 -5.4452e-05 0.00676503 0.00674437 0.00678671 -5.44497e-05 -0.00676503 0
0.000181383 -1.0043e-21 1.3596e-15 9.55265e-15 -1.09131e-14 0.00681995 0.00686277 -5.50623e-05 0.00684085 0.00681995 0.00686277 -5.50599e-05 -0.00684085 0
0.000183397 -1.06933e-21 1.43216e-15 1.00624e-14 -1.14955e-14 0.0068963 0.00693959 -5.56787e-05 0.00691743 0.0068963 0.00693959 -5.56762e-05 -0.00691743 0
0.000185431 -1.13864e-21 1.50856e-15 1.05992e-14 -1.21086e-14 0.00697341 0.00701719 -5.63013e-05 0.00699477 0.00697341 0.00701719 -5.62987e-05 -0.00699477 0
0.000187485 -1.2124e-21 1.589e-15 1.11643e-14 -1.27543e-14 0.0070513 0.00709556 -5.69302e-05 0.0070729 0.0070513 0.00709556 -5.69275e-05 -0.0070729 0
0.00018956 -1.29094e-21 1.67369e-15 1.17593e-14 -1.3434e-14 0.00712997 0.00717473 -5.75654e-05 0.00715181 0.00712997 0.00717473 -5.75626e-05 -0.00715181 0
0.000191656 -1.37445e-21 1.76285e-15 1.23857e-14 -1.41496e-14 0.00720943 0.00725469 -5.8207e-05 0.00723151 0.00720943 0.00725469 -5.8204e-05 -0.00723151 0
0.000193772 -1.46275e-21 1.85672e-15 1.30452e-14 -1.49031e-14 0.00728969 0.00733545 -5.8855e-05 0.00731202 0.00728969 0.00733545 -5.8852e-05 -0.00731202 0
0.00019591 -1.55705e-21 1.95555e-15 1.37395e-14 -1.56963e-14 0.00737075 0.00741702 -5.95096e-05 0.00739333 0.00737075 0.00741702 -5.95064e-05 -0.00739333 0
0.000198069 -1.65759e-21 2.0596e-15 1.44705e-14 -1.65314e-14 0.00745263 0.00749942 -6.01707e-05 0.00747546 0.00745263 0.00749942 -6.01674e-05 -0.00747546 0
0.00020025 -1.76483e-21 2.16913e-15 1.524e-14 -1.74105e-14 0.00753534 0.00758264 -6.08385e-05 0.00755842 0.00753534 0.00758264 -6.0835e-05 -0.00755842 0
0.000202452 -1.87868e-21 2.28444e-15 1.60501e-14 -1.83361e-14 0.00761887 0.0076667 -6.15129e-05 0.00764221 0.00761887 0.0076667 -6.15093e-05 -0.00764221 0
0.000204677 -1.99988e-21 2.40583e-15 1.6903e-14 -1.93104e-14 0.00770324 0.0077516 -6.21942e-05 0.00772684 0.00770324 0.0077516 -6.21904e-05 -0.00772684 0
0.000206923 -2.12914e-21 2.53363e-15 1.78007e-14 -2.03361e-14 0.00778846 0.00783735 -6.28823e-05 0.00781232 0.00778846 0.00783735 -6.28784e-05 -0.00781232 0
0.000209193 -2.26707e-21 2.66815e-15 1.87458e-14 -2.14158e-14 0.00787453 0.00792397 -6.35773e-05 0.00789866 0.00787453 0.00792397 -6.35732e-05 -0.00789866 0
0.000211485 -2.41364e-21 2.80977e-15 1.97407e-14 -2.25524e-14 0.00796147 0.00801145 -6.42793e-05 0.00798586 0.00796147 0.00801145 -6.4275e-05 -0.00798586 0
0.000213799 -2.56932e-21 2.95884e-15 2.0788e-14 -2.37488e-14 0.00804928 0.00809981 -6.49883e-05 0.00807394 0.00804928 0.00809981 -6.49839e-05 -0.00807394 0
0.000216137 -2.7352e-21 3.11576e-15 2.18904e-14 -2.50083e-14 0.00813797 0.00818906 -6.57044e-05 0.00816291 0.00813797 0.00818906 -6.56998e-05 -0.00816291 0
0.000218499 -2.91166e-21 3.28093e-15 2.30508e-14 -2.6334e-14 0.00822755 0.0082792 -6.64278e-05 0.00825276 0.00822755 0.0082792 -6.6423e-05 -0.00825276 0
0.000220884 -3.09913e-21 3.4548e-15 2.42722e-14 -2.77295e-14 0.00831803 0.00837025 -6.71584e-05 0.00834352 0.00831803 0.00837025 -6.71534e-05 -0.00834352 0
0.000223293 -3.29899e-21 3.63781e-15 2.55579e-14 -2.91983e-14 0.00840942 0.00846221 -6.78963e-05 0.00843518 0.00840942 0.00846221 -6.78911e-05 -0.00843518 0
0.000225726 -3.5116e-21 3.83045e-15 2.69112e-14 -3.07444e-14 0.00850172 0.00855509 -6.86416e-05 0.00852777 0.00850172 0.00855509 -6.86362e-05 -0.00852777 0
0.000228183 -3.73767e-21 4.03321e-15 2.83356e-14 -3.23718e-14 0.00859495 0.00864891 -6.93944e-05 0.00862128 0.00859495 0.00864891 -6.93887e-05 -0.00862128 0
0.000230665 -3.97804e-21 4.24663e-15 2.98349e-14 -3.40847e-14 0.00868911 0.00874366 -7.01547e-05 0.00871573 0.00868911 0.00874366 -7.01488e-05 -0.00871573 0
0.000233171 -4.23408e-21 4.47127e-15 3.1413e-14 -3.58876e-14 0.00878422 0.00883936 -7.09227e-05 0.00881113 0.00878422 0.00883936 -7.09165e-05 -0.00881113 0
0.000235703 -4.50626e-21 4.7077e-15 3.30739e-14 -3.77852e-14 0.00888027 0.00893602 -7.16983e-05 0.00890748 0.00888027 0.00893602 -7.16919e-05 -0.00890748 0
0.00023826 -4.79633e-21 4.95654e-15 3.4822e-14 -3.97824e-14 0.00897729 0.00903365 -7.24817e-05 0.0090048 0.00897729 0.00903365 -7.24751e-05 -0.0090048 0
0.000240843 -5.10478e-21 5.21845e-15 3.66619e-14 -4.18844e-14 0.00907528 0.00913226 -7.3273e-05 0.00910309 0.00907528 0.00913226 -7.32661e-05 -0.00910309 0
0.000243451 -5.43278e-21 5.49411e-15 3.85984e-14 -4.40968e-14 0.00917426 0.00923185 -7.40722e-05 0.00920236 0.00917426 0.00923185 -7.4065e-05 -0.00920236 0
0.000246086 -5.78188e-21 5.78423e-15 4.06365e-14 -4.64253e-14 0.00927422 0.00933244 -7.48794e-05 0.00930263 0.00927422 0.00933244 -7.48719e-05 -0.00930263 0
0.000248746 -6.15331e-21 6.08957e-15 4.27814e-14 -4.88759e-14 0.00937518 0.00943404 -7.56947e-05 0.00940391 0.00937518 0.00943404 -7.56869e-05 -0.00940391 0
0.000251434 -6.54853e-21 6.41092e-15 4.50389e-14 -5.1455e-14 0.00947716 0.00953665 -7.65182e-05 0.00950619 0.00947716 0.00953665 -7.651e-05 -0.00950619 0
0.000254148 -6.96823e-21 6.74912e-15 4.74146e-14 -5.41693e-14 0.00958015 0.00964029 -7.73499e-05 0.0096095 0.00958015 0.00964029 -7.73413e-05 -0.0096095 0
0.00025689 -7.41463e-21 7.10505e-15 4.99149e-14 -5.70259e-14 0.00968417 0.00974497 -7.81899e-05 0.00971384 0.00968417 0.00974497 -7.8181e-05 -0.00971384 0
0.000259659 -7.88958e-21 7.47963e-15 5.25462e-14 -6.00321e-14 0.00978924 0.00985069 -7.90383e-05 0.00981923 0.00978924 0.00985069 -7.90291e-05 -0.00981923 0
0.000262455 -8.39472e-21 7.87389e-15 5.53158e-14 -6.31964e-14 0.00989535 0.00995747 -7.98952e-05 0.00992567 0.00989535 0.00995747 -7.98856e-05 -0.00992567 0
0.00026528 -8.93248e-21 8.28874e-15 5.823e-14 -6.65258e-14 0.0100025 0.0100653 -8.07607e-05 0.0100332 0.0100025 0.0100653 -8.07507e-05 -0.0100332 0
0.000268132 -9.50349e-21 8.72531e-15 6.12967e-14 -7.00296e-14 0.0101108 0.0101742 -8.16348e-05 0.0101417 0.0101108 0.0101742 -8.16244e-05 -0.0101417 0
0.000271014 -1.01106e-20 9.18474e-15 6.4524e-14 -7.37167e-14 0.0102201 0.0102843 -8.25177e-05 0.0102514 0.0102201 0.0102843 -8.25068e-05 -0.0102514 0
0.000273924 -1.0756e-20 9.66821e-15 6.79201e-14 -7.75969e-14 0.0103305 0.0103954 -8.34094e-05 0.0103622 0.0103305 0.0103954 -8.33981e-05 -0.0103622 0
0.000276863 -1.14418e-20 1.0177e-14 7.1494e-14 -8.168e-14 0.010442 0.0105076 -8.431e-05 0.010474 0.010442 0.0105076 -8.42982e-05 -0.010474 0
0.000279832 -1.21709e-20 1.07124e-14 7.52548e-14 -8.59768e-14 0.0105547 0.0106209 -8.52196e-05 0.010587 0.0105547 0.0106209 -8.52073e-05 -0.010587 0
