# Hierarchy: NH Interactions: LNC+LNV M1: 1 DM/M: -8.2 y: -5.9 theta: 1.2 delta: 3.1 phi: 5.2
# t asym mu_e mu_mu mu_tau r11 r22 Re(r12) Im(r12) rb11 rb22 Re(rb12) Im(r12) Smooth-Sphaleron-Asym
0.00028283 -1.29466e-20 1.12758e-14 7.92122e-14 -9.04982e-14 0.0106684 0.0107354 -8.61383e-05 0.0107011 0.0106684 0.0107354 -8.61255e-05 -0.0107011 0
0.000285858 -1.37713e-20 1.18686e-14 8.33766e-14 -9.52561e-14 0.0107833 0.010851 -8.70662e-05 0.0108164 0.0107833 0.010851 -8.70529e-05 -0.0108164 0
0.000288917 -1.46486e-20 1.24924e-14 8.77586e-14 -1.00263e-13 0.0108994 0.0109678 -8.80034e-05 0.0109328 0.0108994 0.0109678 -8.79895e-05 -0.0109328 0
0.000292006 -1.55811e-20 1.31489e-14 9.23696e-14 -1.05531e-13 0.0110166 0.0110857 -8.89499e-05 0.0110503 0.0110166 0.0110857 -8.89354e-05 -0.0110503 0
0.000295126 -1.65725e-20 1.38396e-14 9.72215e-14 -1.11074e-13 0.0111349 0.0112048 -8.99058e-05 0.0111691 0.0111349 0.0112048 -8.98908e-05 -0.0111691 0
0.000298278 -1.76265e-20 1.45664e-14 1.02327e-13 -1.16907e-13 0.0112545 0.0113251 -9.08713e-05 0.011289 0.0112545 0.0113251 -9.08556e-05 -0.011289 0
0.00030146 -1.87471e-20 1.53312e-14 1.07699e-13 -1.23045e-13 0.0113752 0.0114466 -9.18465e-05 0.0114101 0.0113752 0.0114466 -9.18301e-05 -0.0114101 0
0.000304675 -1.99388e-20 1.61359e-14 1.13351e-13 -1.29503e-13 0.0114972 0.0115694 -9.28313e-05 0.0115324 0.0114972 0.0115694 -9.28143e-05 -0.0115324 0
0.000307922 -2.12055e-20 1.69827e-14 1.19299e-13 -1.36298e-13 0.0116203 0.0116933 -9.3826e-05 0.0116559 0.0116203 0.0116933 -9.38083e-05 -0.0116559 0
0.000311201 -2.25529e-20 1.78736e-14 1.25557e-13 -1.43448e-13 0.0117447 0.0118185 -9.48306e-05 0.0117807 0.0117447 0.0118185 -9.48121e-05 -0.0117807 0
0.000314513 -2.39854e-20 1.8811e-14 1.32141e-13 -1.50971e-13 0.0118704 0.0119449 -9.58452e-05 0.0119067 0.0118704 0.0119449 -9.5826e-05 -0.0119067 0
0.000317858 -2.55087e-20 1.97974e-14 1.39069e-13 -1.58887e-13 0.0119972 0.0120725 -9.687e-05 0.012034 0.0119972 0.0120725 -9.68499e-05 -0.012034 0
0.000321237 -2.7127e-20 2.08351e-14 1.46358e-13 -1.67215e-13 0.0121254 0.0122015 -9.79049e-05 0.0121625 0.0121254 0.0122015 -9.7884e-05 -0.0121625 0
0.000324649 -2.88483e-20 2.1927e-14 1.54028e-13 -1.75978e-13 0.0122548 0.0123317 -9.89502e-05 0.0122923 0.0122548 0.0123317 -9.89284e-05 -0.0122923 0
0.000328095 -3.06785e-20 2.30758e-14 1.62097e-13 -1.85197e-13 0.0123855 0.0124632 -0.000100006 0.0124234 0.0123855 0.0124632 -9.99832e-05 -0.0124234 0
0.000331576 -3.26244e-20 2.42846e-14 1.70587e-13 -1.94897e-13 0.0125175 0.0125961 -0.000101072 0.0125558 0.0125175 0.0125961 -0.000101048 -0.0125558 0
0.000335092 -3.46929e-20 2.55563e-14 1.79519e-13 -2.05103e-13 0.0126508 0.0127302 -0.000102149 0.0126896 0.0126508 0.0127302 -0.000102124 -0.0126896 0
0.000338643 -3.68912e-20 2.68943e-14 1.88917e-13 -2.1584e-13 0.0127854 0.0128657 -0.000103236 0.0128246 0.0127854 0.0128657 -0.000103211 -0.0128246 0
0.00034223 -3.92279e-20 2.83019e-14 1.98804e-13 -2.27137e-13 0.0129214 0.0130025 -0.000104335 0.012961 0.0129214 0.0130025 -0.000104308 -0.012961 0
0.000345852 -4.17119e-20 2.97829e-14 2.09206e-13 -2.39022e-13 0.0130587 0.0131407 -0.000105444 0.0130988 0.0130587 0.0131407 -0.000105416 -0.0130988 0
0.00034951 -4.43526e-20 3.13411e-14 2.20149e-13 -2.51525e-13 0.0131974 0.0132803 -0.000106564 0.0132379 0.0131974 0.0132803 -0.000106535 -0.0132379 0
0.000353205 -4.71599e-20 3.29803e-14 2.31662e-13 -2.6468e-13 0.0133375 0.0134212 -0.000107696 0.0133784 0.0133375 0.0134212 -0.000107666 -0.0133784 0
0.000356937 -5.01441e-20 3.47049e-14 2.43775e-13 -2.7852e-13 0.013479 0.0135636 -0.000108838 0.0135203 0.013479 0.0135636 -0.000108807 -0.0135203 0
0.000360707 -5.33143e-20 3.65193e-14 2.56518e-13 -2.9308e-13 0.0136218 0.0137073 -0.000109993 0.0136636 0.0136218 0.0137073 -0.00010996 -0.0136636 0
0.000364514 -5.66857e-20 3.8428e-14 2.69924e-13 -3.08397e-13 0.0137661 0.0138525 -0.000111158 0.0138083 0.0137661 0.0138525 -0.000111124 -0.0138083 0
0.000368359 -6.02705e-20 4.04361e-14 2.84027e-13 -3.24511e-13 0.0139118 0.0139992 -0.000112335 0.0139544 0.0139118 0.0139992 -0.0001123 -0.0139544 0
0.000372243 -6.4082e-20 4.25486e-14 2.98864e-13 -3.41463e-13 0.014059 0.0141472 -0.000113524 0.0141021 0.014059 0.0141472 -0.000113487 -0.0141021 0
0.000376165 -6.81336e-20 4.4771e-14 3.14472e-13 -3.59297e-13 0.0142076 0.0142968 -0.000114725 0.0142511 0.0142076 0.0142968 -0.000114686 -0.0142511 0
0.000380127 -7.24408e-20 4.71089e-14 3.30892e-13 -3.78058e-13 0.0143577 0.0144478 -0.000115937 0.0144017 0.0143577 0.0144478 -0.000115897 -0.0144017 0
0.000384128 -7.70188e-20 4.95684e-14 3.48165e-13 -3.97795e-13 0.0145093 0.0146004 -0.000117162 0.0145537 0.0145093 0.0146004 -0.00011712 -0.0145537 0
0.000388169 -8.18854e-20 5.21557e-14 3.66336e-13 -4.18557e-13 0.0146623 0.0147544 -0.000118399 0.0147073 0.0146623 0.0147544 -0.000118355 -0.0147073 0
0.000392251 -8.70595e-20 5.48775e-14 3.85451e-13 -4.40398e-13 0.0148169 0.01491 -0.000119648 0.0148623 0.0148169 0.01491 -0.000119602 -0.0148623 0
0.000396373 -9.25615e-20 5.77407e-14 4.0556e-13 -4.63374e-13 0.0149731 0.0150671 -0.000120909 0.0150189 0.0149731 0.0150671 -0.000120862 -0.0150189 0
0.000400537 -9.84098e-20 6.07528e-14 4.26713e-13 -4.87544e-13 0.0151307 0.0152257 -0.000122183 0.0151771 0.0151307 0.0152257 -0.000122134 -0.0151771 0
0.000404743 -1.04624e-19 6.39212e-14 4.48964e-13 -5.12969e-13 0.01529 0.0153859 -0.000123469 0.0153368 0.01529 0.0153859 -0.000123418 -0.0153368 0
0.00040899 -1.11231e-19 6.72541e-14 4.72371e-13 -5.39713e-13 0.0154508 0.0155478 -0.000124769 0.0154981 0.0154508 0.0155478 -0.000124716 -0.0154981 0
0.00041328 -1.18293e-19 7.076e-14 4.96992e-13 -5.67846e-13 0.0156132 0.0157112 -0.000126081 0.015661 0.0156132 0.0157112 -0.000126026 -0.015661 0
0.000417613 -1.25783e-19 7.44479e-14 5.22891e-13 -5.97439e-13 0.0157772 0.0158762 -0.000127406 0.0158255 0.0157772 0.0158762 -0.000127348 -0.0158255 0
0.000421989 -1.33725e-19 7.83273e-14 5.50134e-13 -6.28568e-13 0.0159428 0.0160429 -0.000128744 0.0159916 0.0159428 0.0160429 -0.000128684 -0.0159916 0
0.000426409 -1.42161e-19 8.24079e-14 5.78791e-13 -6.61312e-13 0.01611 0.0162112 -0.000130096 0.0161594 0.01611 0.0162112 -0.000130033 -0.0161594 0
0.000430873 -1.51118e-19 8.67003e-14 6.08935e-13 -6.95755e-13 0.0162789 0.0163811 -0.000131461 0.0163288 0.0162789 0.0163811 -0.000131396 -0.0163288 0
0.000435382 -1.60659e-19 9.12154e-14 6.40642e-13 -7.31985e-13 0.0164495 0.0165528 -0.000132839 0.0164999 0.0164495 0.0165528 -0.000132772 -0.0164999 0
0.000439935 -1.70793e-19 9.59646e-14 6.73993e-13 -7.70093e-13 0.0166217 0.0167261 -0.000134231 0.0166727 0.0166217 0.0167261 -0.000134161 -0.0166727 0
0.000444535 -1.8155e-19 1.0096e-13 7.09073e-13 -8.10177e-13 0.0167957 0.0169011 -0.000135637 0.0168472 0.0167957 0.0169011 -0.000135564 -0.0168472 0
0.00044918 -1.92979e-19 1.06215e-13 7.45972e-13 -8.52339e-13 0.0169714 0.0170779 -0.000137057 0.0170234 0.0169714 0.0170779 -0.000136981 -0.0170234 0
0.000453872 -2.05133e-19 1.11741e-13 7.84783e-13 -8.96687e-13 0.0171488 0.0172564 -0.000138491 0.0172013 0.0171488 0.0172564 -0.000138411 -0.0172013 0
0.000458611 -2.18049e-19 1.17555e-13 8.25605e-13 -9.43333e-13 0.0173279 0.0174367 -0.000139939 0.017381 0.0173279 0.0174367 -0.000139856 -0.017381 0
0.000463397 -2.31779e-19 1.23669e-13 8.68543e-13 -9.92396e-13 0.0175088 0.0176187 -0.000141401 0.0175625 0.0175088 0.0176187 -0.000141315 -0.0175625 0
0.000468231 -2.46367e-19 1.30101e-13 9.13705e-13 -1.044e-12 0.0176915 0.0178026 -0.000142878 0.0177457 0.0176915 0.0178026 -0.000142788 -0.0177457 0
0.000473113 -2.61872e-19 1.36865e-13 9.61205e-13 -1.09828e-12 0.017876 0.0179882 -0.000144369 0.0179308 0.017876 0.0179882 -0.000144276 -0.0179308 0
0.000478044 -2.78352e-19 1.4398e-13 1.01117e-12 -1.15537e-12 0.0180623 0.0181757 -0.000145875 0.0181176 0.0180623 0.0181757 -0.000145778 -0.0181176 0
0.000483025 -2.95866e-19 1.51464e-13 1.06371e-12 -1.21541e-12 0.0182504 0.018365 -0.000147396 0.0183063 0.0182504 0.018365 -0.000147295 -0.0183063 0
0.000488055 -3.1448e-19 1.59335e-13 1.11898e-12 -1.27857e-12 0.0184404 0.0185562 -0.000148932 0.0184969 0.0184404 0.0185562 -0.000148826 -0.0184969 0
0.000493135 -3.3429e-19 1.67613e-13 1.17711e-12 -1.34499e-12 0.0186323 0.0187492 -0.000150483 0.0186893 0.0186323 0.0187492 -0.000150373 -0.0186893 0
0.000498267 -3.55326e-19 1.7632e-13 1.23825e-12 -1.41485e-12 0.018826 0.0189442 -0.000152049 0.0188837 0.018826 0.0189442 -0.000151935 -0.0188837 0
0.000503449 -3.77679e-19 1.85477e-13 1.30255e-12 -1.48832e-12 0.0190216 0.019141 -0.000153631 0.0190799 0.0190216 0.019141 -0.000153512 -0.0190799 0
0.000508684 -4.01427e-19 1.95109e-13 1.37017e-12 -1.5656e-12 0.0192192 0.0193398 -0.000155228 0.0192781 0.0192192 0.0193398 -0.000155105 -0.0192781 0
0.000513971 -4.26663e-19 2.05238e-13 1.4413e-12 -1.64688e-12 0.0194187 0.0195406 -0.000156842 0.0194782 0.0194187 0.0195406 -0.000156713 -0.0194782 0
0.00051931 -4.53496e-19 2.15892e-13 1.5161e-12 -1.73235e-12 0.0196201 0.0197433 -0.000158471 0.0196802 0.0196201 0.0197433 -0.000158336 -0.0196802 0
0.000524704 -4.82027e-19 2.27097e-13 1.59477e-12 -1.82225e-12 0.0198235 0.019948 -0.000160116 0.0198843 0.0198235 0.019948 -0.000159976 -0.0198843 0
0.000530151 -5.12323e-19 2.38881e-13 1.67751e-12 -1.9168e-12 0.020029 0.0201547 -0.000161777 0.0200903 0.020029 0.0201547 -0.000161632 -0.0200903 0
0.000535652 -5.44512e-19 2.51274e-13 1.76453e-12 -2.01623e-12 0.0202364 0.0203634 -0.000163455 0.0202984 0.0202364 0.0203634 -0.000163303 -0.0202984 0
0.000541209 -5.78724e-19 2.64308e-13 1.85604e-12 -2.12081e-12 0.0204458 0.0205742 -0.000165149 0.0205085 0.0204458 0.0205742 -0.000164991 -0.0205085 0
0.000546821 -6.15079e-19 2.78015e-13 1.95228e-12 -2.23078e-12 0.0206573 0.020787 -0.00016686 0.0207206 0.0206573 0.020787 -0.000166696 -0.0207206 0
0.000552489 -6.53712e-19 2.92431e-13 2.05349e-12 -2.34644e-12 0.0208709 0.021002 -0.000168587 0.0209349 0.0208709 0.021002 -0.000168416 -0.0209349 0
0.000558214 -6.94795e-19 3.07592e-13 2.15994e-12 -2.46808e-12 0.0210866 0.021219 -0.000170332 0.0211512 0.0210866 0.021219 -0.000170154 -0.0211512 0
0.000563996 -7.38526e-19 3.23536e-13 2.27188e-12 -2.596e-12 0.0213043 0.0214381 -0.000172094 0.0213696 0.0213043 0.0214381 -0.000171909 -0.0213696 0
0.000569836 -7.84974e-19 3.40303e-13 2.38959e-12 -2.73052e-12 0.0215242 0.0216594 -0.000173873 0.0215902 0.0215242 0.0216594 -0.00017368 -0.0215902 0
0.000575734 -8.34233e-19 3.57937e-13 2.51339e-12 -2.87199e-12 0.0217463 0.0218828 -0.000175669 0.0218129 0.0217463 0.0218828 -0.000175469 -0.0218129 0
0.000581692 -8.86577e-19 3.7648e-13 2.64358e-12 -3.02077e-12 0.0219705 0.0221084 -0.000177484 0.0220378 0.0219705 0.0221084 -0.000177275 -0.0220378 0
0.000587708 -9.422e-19 3.95982e-13 2.78049e-12 -3.17722e-12 0.0221969 0.0223362 -0.000179316 0.0222649 0.0221969 0.0223362 -0.000179098 -0.0222649 0
0.000593786 -1.00131e-18 4.1649e-13 2.92447e-12 -3.34175e-12 0.0224255 0.0225663 -0.000181166 0.0224942 0.0224255 0.0225663 -0.00018094 -0.0224942 0
0.000599923 -1.06411e-18 4.38056e-13 3.07587e-12 -3.51477e-12 0.0226563 0.0227986 -0.000183034 0.0227257 0.0226563 0.0227986 -0.000182798 -0.0227257 0
0.000606123 -1.13085e-18 4.60736e-13 3.23509e-12 -3.69672e-12 0.0228894 0.0230331 -0.000184921 0.0229595 0.0228894 0.0230331 -0.000184675 -0.0229595 0
0.000612384 -1.20177e-18 4.84585e-13 3.40251e-12 -3.88805e-12 0.0231247 0.0232699 -0.000186826 0.0231956 0.0231247 0.0232699 -0.00018657 -0.0231956 0
0.000618708 -1.27712e-18 5.09665e-13 3.57858e-12 -4.08926e-12 0.0233624 0.023509 -0.000188749 0.0234339 0.0233624 0.023509 -0.000188484 -0.0234339 0
0.000625095 -1.35719e-18 5.36038e-13 3.76372e-12 -4.30083e-12 0.0236023 0.0237505 -0.000190692 0.0236746 0.0236023 0.0237505 -0.000190415 -0.0236746 0
0.000631546 -1.44227e-18 5.63771e-13 3.9584e-12 -4.52332e-12 0.0238446 0.0239943 -0.000192654 0.0239176 0.0238446 0.0239943 -0.000192366 -0.0239176 0
0.000638061 -1.53266e-18 5.92934e-13 4.16312e-12 -4.75728e-12 0.0240892 0.0242404 -0.000194635 0.024163 0.0240892 0.0242404 -0.000194335 -0.024163 0
0.000644642 -1.62872e-18 6.23601e-13 4.3784e-12 -5.00329e-12 0.0243362 0.024489 -0.000196635 0.0244108 0.0243362 0.024489 -0.000196323 -0.0244108 0
0.000651288 -1.73078e-18 6.55849e-13 4.60477e-12 -5.26199e-12 0.0245856 0.02474 -0.000198655 0.0246609 0.0245856 0.02474 -0.00019833 -0.0246609 0
0.000658001 -1.83922e-18 6.89758e-13 4.8428e-12 -5.53401e-12 0.0248374 0.0249934 -0.000200695 0.0249135 0.0248374 0.0249934 -0.000200357 -0.0249135 0
0.000664781 -1.95448e-18 7.25414e-13 5.09309e-12 -5.82005e-12 0.0250917 0.0252492 -0.000202754 0.0251685 0.0250917 0.0252492 -0.000202402 -0.0251685 0
0.000671629 -2.07692e-18 7.62908e-13 5.35627e-12 -6.12082e-12 0.0253484 0.0255075 -0.000204834 0.025426 0.0253484 0.0255075 -0.000204468 -0.025426 0
0.000678545 -2.207e-18 8.02332e-13 5.633e-12 -6.43709e-12 0.0256076 0.0257684 -0.000206934 0.025686 0.0256076 0.0257684 -0.000206553 -0.025686 0
0.000685531 -2.34521e-18 8.43788e-13 5.92399e-12 -6.76964e-12 0.0258693 0.0260317 -0.000209055 0.0259486 0.0258693 0.0260317 -0.000208658 -0.0259486 0
0.000692586 -2.49205e-18 8.87378e-13 6.22995e-12 -7.11931e-12 0.0261336 0.0262976 -0.000211196 0.0262136 0.0261336 0.0262976 -0.000210783 -0.0262136 0
0.000699712 -2.64807e-18 9.33212e-13 6.55167e-12 -7.48698e-12 0.0264004 0.0265661 -0.000213359 0.0264812 0.0264004 0.0265661 -0.000212929 -0.0264812 0
0.000706909 -2.81391e-18 9.81406e-13 6.88994e-12 -7.87358e-12 0.0266697 0.0268372 -0.000215542 0.0267514 0.0266697 0.0268372 -0.000215095 -0.0267514 0
0.000714178 -2.99008e-18 1.03208e-12 7.24561e-12 -8.28007e-12 0.0269417 0.0271109 -0.000217747 0.0270242 0.0269417 0.0271109 -0.000217282 -0.0270242 0
0.00072152 -3.17724e-18 1.08536e-12 7.61958e-12 -8.70747e-12 0.0272163 0.0273872 -0.000219974 0.0272997 0.0272163 0.0273872 -0.000219489 -0.0272997 0
0.000728935 -3.37606e-18 1.14139e-12 8.01279e-12 -9.15686e-12 0.0274935 0.0276662 -0.000222222 0.0275778 0.0274935 0.0276662 -0.000221718 -0.0275778 0
0.000736424 -3.58729e-18 1.20029e-12 8.42623e-12 -9.62937e-12 0.0277735 0.0279479 -0.000224492 0.0278585 0.0277735 0.0279479 -0.000223967 -0.0278585 0
0.000743989 -3.81172e-18 1.26223e-12 8.86092e-12 -1.01262e-11 0.0280561 0.0282322 -0.000226785 0.028142 0.0280561 0.0282322 -0.000226238 -0.028142 0
0.000751628 -4.05016e-18 1.32735e-12 9.31796e-12 -1.06485e-11 0.0283414 0.0285194 -0.000229099 0.0284282 0.0283414 0.0285194 -0.000228531 -0.0284282 0
0.000759345 -4.30349e-18 1.39582e-12 9.7985e-12 -1.11977e-11 0.0286295 0.0288092 -0.000231437 0.0287172 0.0286295 0.0288092 -0.000230845 -0.0287172 0
0.000767138 -4.57263e-18 1.46781e-12 1.03037e-11 -1.17752e-11 0.0289203 0.0291019 -0.000233797 0.0290089 0.0289203 0.0291019 -0.000233181 -0.0290089 0
0.00077501 -4.85856e-18 1.5435e-12 1.08349e-11 -1.23823e-11 0.029214 0.0293974 -0.00023618 0.0293035 0.029214 0.0293974 -0.000235539 -0.0293035 0
0.00078296 -5.16234e-18 1.62308e-12 1.13934e-11 -1.30206e-11 0.0295104 0.0296957 -0.000238587 0.0296008 0.0295104 0.0296957 -0.00023792 -0.0296008 0
0.000790989 -5.48507e-18 1.70674e-12 1.19806e-11 -1.36917e-11 0.0298097 0.0299969 -0.000241017 0.029901 0.0298097 0.0299969 -0.000240322 -0.0299011 0
0.000799099 -5.82793e-18 1.79471e-12 1.25979e-11 -1.43972e-11 0.0301119 0.030301 -0.00024347 0.0302041 0.0301119 0.030301 -0.000242748 -0.0302041 0
0.00080729 -6.19219e-18 1.8872e-12 1.32469e-11 -1.51391e-11 0.030417 0.030608 -0.000245948 0.0305101 0.030417 0.030608 -0.000245196 -0.0305101 0
0.000815563 -6.57915e-18 1.98443e-12 1.39293e-11 -1.59189e-11 0.0307249 0.0309179 -0.00024845 0.0308191 0.0307249 0.0309179 -0.000247667 -0.0308191 0
0.000823919 -6.99026e-18 2.08666e-12 1.46467e-11 -1.67389e-11 0.0310359 0.0312308 -0.000250976 0.0311309 0.0310359 0.0312308 -0.000250162 -0.031131 0
0.000832358 -7.427e-18 2.19414e-12 1.54009e-11 -1.76009e-11 0.0313498 0.0315466 -0.000253527 0.0314458 0.0313498 0.0315466 -0.000252679 -0.0314458 0
0.000840881 -7.89098e-18 2.30713e-12 1.61938e-11 -1.85072e-11 0.0316667 0.0318655 -0.000256103 0.0317637 0.0316667 0.0318655 -0.000255221 -0.0317637 0
0.00084949 -8.38387e-18 2.42592e-12 1.70273e-11 -1.94599e-11 0.0319866 0.0321875 -0.000258704 0.0320846 0.0319866 0.0321875 -0.000257786 -0.0320846 0
0.000858185 -8.90748e-18 2.55081e-12 1.79037e-11 -2.04615e-11 0.0323096 0.0325125 -0.00026133 0.0324086 0.0323096 0.0325125 -0.000260375 -0.0324086 0
0.000866967 -9.46374e-18 2.6821e-12 1.88249e-11 -2.15145e-11 0.0326356 0.0328406 -0.000263982 0.0327356 0.0326356 0.0328406 -0.000262988 -0.0327356 0
0.000875837 -1.00547e-17 2.82013e-12 1.97934e-11 -2.26215e-11 0.0329648 0.0331718 -0.000266659 0.0330658 0.0329648 0.0331718 -0.000265625 -0.0330658 0
0.000884795 -1.06824e-17 2.96524e-12 2.08116e-11 -2.37853e-11 0.0332971 0.0335062 -0.000269363 0.0333991 0.0332971 0.0335062 -0.000268287 -0.0333991 0
0.000893843 -1.13491e-17 3.11779e-12 2.18819e-11 -2.50087e-11 0.0336325 0.0338438 -0.000272093 0.0337356 0.0336325 0.0338438 -0.000270973 -0.0337356 0
0.000902981 -1.20572e-17 3.27815e-12 2.30071e-11 -2.62949e-11 0.0339712 0.0341845 -0.00027485 0.0340752 0.0339712 0.0341845 -0.000273684 -0.0340753 0
0.000912211 -1.28097e-17 3.44674e-12 2.419e-11 -2.76469e-11 0.034313 0.0345285 -0.000277634 0.0344181 0.034313 0.0345285 -0.000276421 -0.0344182 0
0.000921533 -1.3609e-17 3.62397e-12 2.54334e-11 -2.90682e-11 0.0346581 0.0348758 -0.000280444 0.0347643 0.0346581 0.0348758 -0.000279182 -0.0347643 0
0.000930949 -1.44582e-17 3.81028e-12 2.67406e-11 -3.05623e-11 0.0350065 0.0352263 -0.000283283 0.0351137 0.0350065 0.0352263 -0.000281969 -0.0351137 0
0.000940458 -1.53602e-17 4.00613e-12 2.81146e-11 -3.2133e-11 0.0353581 0.0355802 -0.000286148 0.0354665 0.0353581 0.0355802 -0.000284782 -0.0354665 0
0.000950063 -1.63184e-17 4.21201e-12 2.95591e-11 -3.3784e-11 0.0357131 0.0359375 -0.000289042 0.0358226 0.0357131 0.0359375 -0.00028762 -0.0358226 0
0.000959763 -1.73363e-17 4.42844e-12 3.10774e-11 -3.55196e-11 0.0360715 0.0362981 -0.000291964 0.036182 0.0360715 0.0362981 -0.000290484 -0.036182 0
0.000969561 -1.84175e-17 4.65595e-12 3.26735e-11 -3.7344e-11 0.0364332 0.0366621 -0.000294915 0.0365449 0.0364332 0.0366621 -0.000293375 -0.0365449 0
0.000979457 -1.95661e-17 4.8951e-12 3.43512e-11 -3.92619e-11 0.0367984 0.0370295 -0.000297894 0.0369111 0.0367984 0.0370295 -0.000296292 -0.0369112 0
0.000989451 -2.0786e-17 5.14649e-12 3.61148e-11 -4.12778e-11 0.037167 0.0374005 -0.000300902 0.0372809 0.037167 0.0374005 -0.000299235 -0.0372809 0
0.000999546 -2.20819e-17 5.41075e-12 3.79686e-11 -4.33969e-11 0.037539 0.0377749 -0.00030394 0.0376541 0.037539 0.0377749 -0.000302205 -0.0376541 0
0.00100974 -2.34584e-17 5.68852e-12 3.99172e-11 -4.56243e-11 0.0379146 0.0381528 -0.000307008 0.0380308 0.0379146 0.0381528 -0.000305203 -0.0380308 0
0.00102004 -2.49203e-17 5.98051e-12 4.19653e-11 -4.79656e-11 0.0382937 0.0385343 -0.000310105 0.0384111 0.0382937 0.0385343 -0.000308227 -0.0384111 0
0.00103044 -2.64731e-17 6.28742e-12 4.41182e-11 -5.04267e-11 0.0386764 0.0389194 -0.000313232 0.0387949 0.0386764 0.0389194 -0.000311278 -0.038795 0
0.00104094 -2.81226e-17 6.61003e-12 4.63812e-11 -5.30135e-11 0.0390627 0.0393081 -0.000316391 0.0391824 0.0390627 0.0393081 -0.000314357 -0.0391824 0
0.00105155 -2.98747e-17 6.94913e-12 4.87598e-11 -5.57326e-11 0.0394526 0.0397005 -0.00031958 0.0395735 0.0394526 0.0397005 -0.000317464 -0.0395735 0
0.00106227 -3.17358e-17 7.30556e-12 5.12598e-11 -5.85906e-11 0.0398461 0.0400965 -0.0003228 0.0399682 0.0398461 0.0400965 -0.000320599 -0.0399683 0
0.00107309 -3.37126e-17 7.68021e-12 5.38876e-11 -6.15946e-11 0.0402433 0.0404962 -0.000326051 0.0403667 0.0402433 0.0404962 -0.000323761 -0.0403667 0
0.00108402 -3.58121e-17 8.07399e-12 5.66495e-11 -6.4752e-11 0.0406443 0.0408997 -0.000329335 0.0407689 0.0406443 0.0408997 -0.000326952 -0.0407689 0
0.00109506 -3.80422e-17 8.48788e-12 5.95525e-11 -6.80706e-11 0.041049 0.0413069 -0.00033265 0.0411748 0.041049 0.0413069 -0.000330171 -0.0411748 0
0.00110621 -4.04109e-17 8.92291e-12 6.26036e-11 -7.15586e-11 0.0414575 0.041718 -0.000335998 0.0415845 0.0414575 0.041718 -0.000333419 -0.0415846 0
0.00111747 -4.29267e-17 9.38016e-12 6.58105e-11 -7.52247e-11 0.0418698 0.0421329 -0.000339379 0.0419981 0.0418698 0.0421329 -0.000336696 -0.0419981 0
0.00112885 -4.55989e-17 9.86074e-12 6.9181e-11 -7.90779e-11 0.0422859 0.0425517 -0.000342793 0.0424155 0.0422859 0.0425517 -0.000340001 -0.0424155 0
0.00114034 -4.84371e-17 1.03658e-11 7.27233e-11 -8.31276e-11 0.0427059 0.0429743 -0.00034624 0.0428368 0.0427059 0.0429743 -0.000343336 -0.0428368 0
0.00115194 -5.14515e-17 1.08967e-11 7.64464e-11 -8.73839e-11 0.0431298 0.0434009 -0.000349721 0.043262 0.0431298 0.0434009 -0.0003467 -0.0432621 0
0.00116366 -5.46532e-17 1.14547e-11 8.03592e-11 -9.18573e-11 0.0435577 0.0438315 -0.000353237 0.0436912 0.0435577 0.0438315 -0.000350093 -0.0436912 0
0.0011755 -5.80537e-17 1.20411e-11 8.44715e-11 -9.65587e-11 0.0439895 0.044266 -0.000356787 0.0441244 0.0439895 0.044266 -0.000353516 -0.0441244 0
0.00118745 -6.16651e-17 1.26574e-11 8.87934e-11 -1.015e-10 0.0444253 0.0447046 -0.000360371 0.0445615 0.0444253 0.0447046 -0.000356969 -0.0445616 0
0.00119953 -6.55008e-17 1.33051e-11 9.33355e-11 -1.06693e-10 0.0448652 0.0451473 -0.000363991 0.0450028 0.0448652 0.0451473 -0.000360452 -0.0450028 0
0.00121172 -6.95745e-17 1.39859e-11 9.8109e-11 -1.1215e-10 0.0453091 0.045594 -0.000367647 0.0454481 0.0453091 0.045594 -0.000363965 -0.0454481 0
0.00122404 -7.39012e-17 1.47013e-11 1.03126e-10 -1.17885e-10 0.0457572 0.0460449 -0.000371338 0.0458975 0.0457572 0.0460449 -0.000367508 -0.0458975 0
0.00123648 -7.84961e-17 1.54532e-11 1.08398e-10 -1.23913e-10 0.0462094 0.0464999 -0.000375066 0.0463511 0.0462094 0.0464999 -0.000371081 -0.0463511 0
0.00124904 -8.3376e-17 1.62433e-11 1.13938e-10 -1.30247e-10 0.0466657 0.0469592 -0.000378831 0.0468088 0.0466657 0.0469592 -0.000374686 -0.0468089 0
0.00126174 -8.85585e-17 1.70737e-11 1.1976e-10 -1.36904e-10 0.0471263 0.0474226 -0.000382633 0.0472708 0.0471263 0.0474226 -0.000378321 -0.0472709 0
0.00127455 -9.40625e-17 1.79464e-11 1.25879e-10 -1.439e-10 0.0475911 0.0478904 -0.000386472 0.0477371 0.0475911 0.0478904 -0.000381986 -0.0477371 0
0.0012875 -9.99076e-17 1.88635e-11 1.32308e-10 -1.51251e-10 0.0480601 0.0483624 -0.00039035 0.0482076 0.0480601 0.0483624 -0.000385683 -0.0482076 0
0.00130057 -1.06115e-16 1.98272e-11 1.39065e-10 -1.58976e-10 0.0485335 0.0488388 -0.000394266 0.0486824 0.0485335 0.0488388 -0.000389411 -0.0486825 0
